medallion,hack_license,date,payment_type,fare_amount,tip_amount,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
5C8B0F8EEC4A67E2863BC312AD58753E,B6E27B6C6E8349D070A1B2C5B8925D13,2013-11-22,CRD,10,2.1,40.789677,-73.954376,40.757061,-73.986755
49ADB4AB6C594725DE9A363F9A940303,46F508ECB676D1AD4B711B44ABCAAE2D,2013-10-23,CRD,22,1,40.760544,-73.989914,40.764915,-73.910805
9DB4AC73150E7F60ED7835C130B8040A,B1E973A019755AB9EBBBB8289C4EA504,2013-05-02,CRD,13,2,40.761696,-73.963219,40.740952,-73.978546
4C1FCE764ABE7E995320E72C84B3138A,70137452B4020E4464411CE35B3C55D4,2013-04-21,CSH,34,0,40.732834,-73.984451,40.606304,-73.976036
818B2426C5493017D5CFE68EFD34617E,ACECB0B77058B5DF6A3F232C3F8BF32A,2013-09-30,CRD,17.5,3.6,40.809158,-73.944519,40.824116,-73.952927
26A1BAACBEDDFF0733FDAFEA52561C5D,E6FB66A6D43437C014E813564C6B9FBB,2013-02-18,CSH,27,0,40.735142,-73.980049,40.741756,-73.975029
7C61E7A1F6DC335BB85F9CB256B1DE1F,77A45909304EADDED1FFB51299BBD11D,2013-04-26,CRD,5,0.6,40.760571,-73.962257,40.748432,-73.973259
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-04-17,CSH,13,0,40.733406,-74.006317,40.710377,-73.956848
B8A19B0003386C41E2D26C3EB6B1BF30,650BF4F26F59759F8959FCA4A9A93257,2013-04-03,CSH,10.5,0,40.76321,-73.977806,40.784355,-73.977325
79AE3535F7A3BB6A85A4864D731FF538,0B573EE0851E4965794364DD91D9B56C,2013-05-24,CRD,7.5,1.5,40.729927,-74.010414,40.850773,-73.937714
C9196B6E63193C3AFDA9CE058CF8AB11,EDF50E70E3047BFF0659EB9C14AA3C96,2013-06-10,CRD,8.5,1.8,40.756481,-73.967133,40.751221,-73.971085
FEE62B35C6F24BCFB9B6E5043FDFBDD6,46DF62AC4718C26F71BC0DAC0812C0CB,2013-06-20,CRD,15.5,3,40.739998,-74.005142,40.71014,-73.848808
1CBECD8023440C7AFC1508125ADC9399,35C0C3B4B04908528CCFF32140A7CE39,2013-07-18,CRD,10.5,1.5,40.814938,-73.94384,40.818977,-73.940895
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-02-07,CRD,21.5,5,40.73542,-73.998161,40.766708,-73.920761
0575F6CEBFCDFDC503DDA925EA257CDD,859CD7EBAA4462844E4EF47A007817BF,2013-02-15,CRD,13,2.5,40.766548,-73.98658,40.717068,-74.004395
41BD921C0C839D82FF34CDFC3C11906A,311F146E11D986CFF3B62B438CACC6BB,2013-06-21,CRD,24.5,7.5,40.720623,-73.989471,40.773182,-73.964294
9CAE7771ED05EB05803D4693124AD2D5,41AD873EA9F903BC24318D51CE25630E,2013-06-27,CRD,13,2.6,40.744957,-73.982887,40.764259,-73.925652
3FE110D179F3BA5DBA2356305C7A629A,05BF40BF619B29206C6CBADD0CCBE834,2013-12-23,CRD,8,1.6,40.723179,-73.988449,40.765068,-73.981247
5713D367F7ADAFE285DD127EED28CC03,09120EB45C69CCD3D60625CCC7EC9D9E,2013-01-30,CSH,8,0,40.757877,-73.960197,40.767826,-73.985802
3F20DDBF3AA1B882657E2F1084DA0ECA,B8458B9B535768D4AB269A7DF7FA6BBC,2013-05-17,CRD,45,4.5,40.705051,-74.010147,40.770546,-73.962402
D4736D957467F1E98399834728B57A0D,A52BC9D17D265F8ADB7B1C887357F136,2013-12-20,CSH,6.5,0,40.717155,-73.956543,40.778648,-73.845589
C9196B6E63193C3AFDA9CE058CF8AB11,EDF50E70E3047BFF0659EB9C14AA3C96,2013-09-19,CRD,10.5,2.1,40.72398,-73.987923,40.793419,-73.945015
0E3841C1B577163D9741C5D01354711A,93B02DBF5C3ABB314F58EC697AAD2CE5,2013-04-21,CRD,8,2,40.762997,-73.985313,40.780502,-73.950012
26A1BAACBEDDFF0733FDAFEA52561C5D,E6FB66A6D43437C014E813564C6B9FBB,2013-04-11,CSH,24,0,40.74332,-73.973907,40.767281,-73.862396
DF56F06997C361D7B93D01DD914B9AA5,F1005F766AF0339F52A6C2082B4F4900,2013-12-18,CSH,4.5,0,40.723213,-73.989761,40.622131,-74.022575
C6EC85D55BE7FE927DF8784056039341,0807E63B4EB0C9981E0ED3C1033F322B,2013-10-01,CRD,27.5,5.5,40.735306,-73.98571,40.764561,-73.985527
399DB6E048D813564DA0358503474A2C,9015F342D315C98B96F4E5CE6E537485,2013-04-30,CSH,5.5,0,40.73558,-74.009911,40.754673,-73.973106
A876B642408FD97E3859B3578DB964E8,C70960077202554C33CF50DD09097A41,2013-09-09,CSH,8.5,0,40.732533,-73.987656,40.786926,-73.97554
26A1BAACBEDDFF0733FDAFEA52561C5D,E6FB66A6D43437C014E813564C6B9FBB,2013-05-26,CSH,6.5,0,40.744583,-74.00647,40.686108,-73.839577
2C4A3777C85738EDB3B899B244084DB0,BFB8B9EC5F60A0B89602FCFB3A84E8A9,2013-05-25,CRD,21,4.2,40.741982,-73.984886,40.723122,-73.994911
C4722B7BD26CEB68D7FDF91A14829961,EAAE5590E7D501BB0BE368C416F90059,2013-10-31,CRD,6.5,1,40.805344,-73.962021,40.818016,-73.95295
C025EA1318C2695C100AE127A4DE65B5,D0EF1057EB1BDF5E6B822420E979B6DC,2013-07-29,CRD,3.5,0.5,40.756634,-73.997772,40.742619,-73.977409
1CBECD8023440C7AFC1508125ADC9399,35C0C3B4B04908528CCFF32140A7CE39,2013-07-14,CSH,8,0,40.721893,-73.999771,40.720791,-73.981308
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-09-21,CSH,7,0,40.74432,-73.982964,40.676888,-73.843781
25DB5E33FDA6D4160488879C4E37F729,74E87B42693E7D4C270FB0170B42343B,2013-03-27,CRD,6,1,0,0,0,0
E21D302C8F9C748BC3AFCEDE461EE2A5,10F79B447AF84B032839C956277C76AB,2013-04-10,CRD,5,1,40.756451,-73.972443,40.748985,-73.97702
6CA242EC233D13C54D59F394C75E8DDA,0C42CF907CF0A3D0B5D4D0DFD5626542,2013-02-06,CSH,12,0,40.721195,-73.987801,40.697857,-73.927078
A876B642408FD97E3859B3578DB964E8,C70960077202554C33CF50DD09097A41,2013-06-29,CSH,7,0,40.719017,-73.989433,40.708832,-74.009163
BCF07D2F69DB29C27DA7CCF5DE6B4843,0A87955DEBF2CB6BBC96AA8849FBC272,2013-03-14,CSH,6.5,0,40.721001,-73.986855,40.725155,-73.981049
50CD625534510FDABADA4432FE9E6AB5,0DBF135F25773B9D43170343F492572F,2013-01-18,CSH,14.5,0,40.728695,-73.987961,40.720741,-73.95665
15DE7EE48BB1F23E31C5AEBDC0B9FA8E,230051520D36FC7B5FFA72AE1391586E,2013-10-02,CRD,21.5,2,40.747444,-73.993034,40.722553,-73.976883
49ADB4AB6C594725DE9A363F9A940303,46F508ECB676D1AD4B711B44ABCAAE2D,2013-12-06,CRD,9.5,1,40.747066,-73.986534,40.745033,-73.981087
26A46E117EC751C440FC3D3F027E4B7D,531688FC59E5106FBFD281C8BF328C4F,2013-12-03,CRD,40,0,40.759922,-73.996262,40.765648,-73.982346
09AA25B5E27329C479EF80FD0F3BD87F,DA3B1126617F3CB9BE5F9153C58FDD74,2013-09-25,CRD,11.5,2.4,40.747166,-73.98642,40.705322,-74.008133
B16DF0B4526AA90C82ACB7AFFB70FE37,6C4155B3794F73BE02AAF2A156A4B3CF,2013-07-09,CRD,9,1.5,40.674507,-73.986771,40.723576,-73.950684
C7766420CD34F454C298C4F1F2E471AD,B3FAFA63916F7828685025F1814D9C16,2013-11-23,CRD,13,2.6,40.783367,-73.945297,40.783367,-73.945297
5277B66A069EF1748D89C7F8959257E2,3A42E86D1742B0A047B209F1B4FC0440,2013-03-17,CSH,3.5,0,40.732334,-73.984695,40.760571,-73.983971
EF1C2CFF187C78348B712559A8776971,573DF5D84CDEEEC1A59F0BB32094CCF9,2013-04-09,CSH,14.5,0,40.719242,-73.985237,40.768799,-73.917664
BAC9A2DBADA78AC18F03E97307626272,5319B2B3DE17C004D09DDC5324D85DD3,2013-04-01,CSH,10,0,40.712772,-74.00927,40.739807,-74.000549
DBAE099FA96B1265214F828E4A891EE0,732F1EB98A114D6123588CAF49793F08,2013-05-30,CRD,15,3.75,40.713982,-73.961502,40.705311,-73.935463
1BB00587A20622BD7E103A04B903BB66,3613DC1E028892D9EA32F1814A939F63,2013-10-10,CRD,9.5,1.9,40.723808,-73.996246,40.672703,-73.993622
141953A3B4441DB5316B5F1E7356879D,192D84986897F4F9C9FB050937885AE8,2013-11-22,CSH,6.5,0,40.821575,-73.954185,40.663025,-73.988594
99058AED4C1050CF7901BD89B3AC5222,2906BB1292232FC5CDAF4046C7AC2C13,2013-03-08,CRD,6.5,1.62,40.761196,-73.99054,40.774769,-73.982239
0DB008D5966DB6C95485A6E521B9C1C7,EEF1219CD8FDCF911C2BE72F61F28CFC,2013-10-08,CSH,26,0,40.74155,-74.00325,40.739799,-73.99884
D15358FDE0B2CA330A22C88389AAC3A0,D6FDE56227BCBDF00BBFA4C5BB13364A,2013-05-09,CSH,13,0,40.741055,-73.981491,40.728966,-73.978394
4C1FCE764ABE7E995320E72C84B3138A,70137452B4020E4464411CE35B3C55D4,2013-05-31,CRD,11,0.6,40.714039,-74.006226,40.707172,-74.004868
50CD625534510FDABADA4432FE9E6AB5,0DBF135F25773B9D43170343F492572F,2013-12-15,CRD,7,1.75,40.678902,-73.978752,40.685932,-73.995827
A0D85C6CA7DE4BAE1434205FB1EE0EF7,BD8354F326F65DE3FDAB89C51D1FF542,2013-02-18,CSH,8,0,40.721489,-73.993446,40.738251,-73.985611
5C8B0F8EEC4A67E2863BC312AD58753E,B6E27B6C6E8349D070A1B2C5B8925D13,2013-01-02,CRD,10.5,2.62,40.720203,-74.008476,40.706966,-74.016418
5C8B0F8EEC4A67E2863BC312AD58753E,B6E27B6C6E8349D070A1B2C5B8925D13,2013-07-15,CSH,4.5,0,40.793816,-73.972359,40.797703,-73.943939
1FE5ECB5BEC80518C68ADDE7DFEE69C7,E329F35933B0A9B1F14C2E1FD1B7EBF6,2013-08-19,CSH,6,0,40.756313,-73.966034,40.685532,-73.982979
39A60F14324688F6BB35EE079D492156,DC4C0C159B7F7D45C6D5A472BA57C57A,2013-01-22,CRD,16.5,2,40.741405,-74.007187,40.744068,-73.987915
9F43C6D3C1DABB937550371A9331D33B,569605D17560800FC9CB0F5E34CDE7EB,2013-03-12,CSH,17,0,40.72438,-73.990746,40.717556,-74.014145
09D0AF7E35C3B23060840634792F90F1,84AC43D51409C1E6BC8D8140E5E8345E,2013-07-24,CRD,16.5,1,40.718781,-73.988007,40.722591,-73.977165
67B44A9A749E0712A0828BEC6D2A18C8,EE859FD5B8996BD966326D904E043771,2013-12-03,CSH,44.5,0,40.729069,-73.987015,40.723,-73.983719
F3E844649503D2A5A44DD729348E7336,734C65F5C9A04718A1124F7BAFDE8507,2013-05-18,CRD,24,4.9,40.778786,-73.981972,40.79541,-73.975548
F3E844649503D2A5A44DD729348E7336,734C65F5C9A04718A1124F7BAFDE8507,2013-07-22,CSH,8,0,40.689205,-73.981209,40.682579,-74.003906
2D1AE0CC4DC9D3670C2D3CF5B0315A45,AD54F5B34FA7BFD985D239018ADFC066,2013-01-13,CRD,6,1.3,40.740452,-73.998131,40.756863,-73.981209
36DE41C36D0BC88D037A53FEF7AC1EF1,7CED352112DE24B0B0E6C92F4AF2FCEB,2013-07-19,CRD,17.5,4.38,40.733383,-74.004265,40.728577,-74.00547
442E7A6E22CD3FBE221E44D28FE4F010,FF69E2FA1988297D5081F0381C1845FF,2013-12-24,CRD,4.5,0.9,40.731518,-74.000534,40.709606,-73.997368
442E7A6E22CD3FBE221E44D28FE4F010,FF69E2FA1988297D5081F0381C1845FF,2013-08-14,CSH,22.5,0,40.726509,-73.999199,40.701855,-73.927689
5C8B0F8EEC4A67E2863BC312AD58753E,B6E27B6C6E8349D070A1B2C5B8925D13,2013-04-15,CSH,5,0,40.757191,-73.987907,40.740112,-73.999435
94CEB0C517F6740191D11D192AFFC9F8,C8DCC4AB455C14561279073F4A5D1F75,2013-06-02,CSH,4.5,0,40.74966,-73.98822,40.755581,-73.922974
873562ABA9FEBB12CFEA925E0CCB8077,4BBC785E233250DDC828A76B34047F2D,2013-08-01,CRD,33,0,40.760601,-73.973991,40.726185,-73.97834
C4722B7BD26CEB68D7FDF91A14829961,EAAE5590E7D501BB0BE368C416F90059,2013-10-15,CRD,64,16,40.742031,-74.004494,40.734062,-74.00415
15DE7EE48BB1F23E31C5AEBDC0B9FA8E,230051520D36FC7B5FFA72AE1391586E,2013-10-17,CSH,7,0,40.725204,-73.984177,40.706669,-73.928574
EA47731405F87332624A84C2D6698DE8,B7BBA4681165D6779F55C93EC5AF366E,2013-06-22,CSH,8.5,0,40.732014,-73.990112,40.733028,-74.000038
0575F6CEBFCDFDC503DDA925EA257CDD,859CD7EBAA4462844E4EF47A007817BF,2013-05-18,CSH,12.5,0,40.738579,-73.999779,40.754601,-73.991806
50CD625534510FDABADA4432FE9E6AB5,0DBF135F25773B9D43170343F492572F,2013-08-15,CSH,5.5,0,40.720043,-73.988518,40.750816,-73.99025
08E9F5633328D780CDFA627D8748182A,9495103E286E5235B5FDEA9A985F7D7B,2013-01-20,CRD,10,2,40.741543,-73.978142,40.719944,-73.856682
1DA36A2DB62F1FD6A7A46A5719259236,FF0C06C4F3BCDB7D7AD39FA538AF0A5A,2013-12-28,CRD,5.5,1,40.727737,-73.999023,40.650917,-74.004326
C6EC85D55BE7FE927DF8784056039341,0807E63B4EB0C9981E0ED3C1033F322B,2013-02-10,CSH,9,0,40.724506,-73.995819,40.750336,-73.987892
2992B937C42240DA7A7C2F21C3068E98,EA6B817135BFF6D064E1456267F77DB6,2013-01-02,CRD,25.5,5.2,40.729706,-73.978554,40.718327,-73.943314
F5A57F6164424A59CB989A3FFA6FFC1D,63ED4880FB74BBC03B4A525C2E5A4A11,2013-03-04,CSH,5,0,40.722042,-73.988808,40.688431,-73.920624
C67E4F9B7A376BBC3228DE494BF000B6,83AD9804A373B417E7E5FD2E3AB70606,2013-09-03,CRD,5,1.5,40.763805,-73.997543,40.678349,-73.973373
4E3990905773052A3561485012CE663D,306BAFAA3D99FEF24B2F013A3F489A33,2013-11-15,CSH,6.5,0,40.75742,-73.973953,40.757351,-73.97467
60DC999A38D953EE86AB81C23C9480E8,9950999AEBE36F097D9A61C0F819A90C,2013-12-26,CSH,19.5,0,40.731098,-73.982262,40.737846,-73.996513
1CBECD8023440C7AFC1508125ADC9399,35C0C3B4B04908528CCFF32140A7CE39,2013-07-30,CRD,10.5,2.2,40.794418,-73.971802,40.809528,-73.962631
15DE7EE48BB1F23E31C5AEBDC0B9FA8E,230051520D36FC7B5FFA72AE1391586E,2013-09-20,CSH,4.5,0,40.738121,-73.996292,40.761463,-73.999718
7D9F519277EFC47748CB4C3563BC9D43,78E7F3563A36357EA0BA522ED069E962,2013-12-03,CSH,11,0,40.740604,-74.005219,40.723892,-73.994621
D8CF1B054D38736E4A4CCDADA52D9119,86ECD420D3B13FB442A10F3B386904C6,2013-08-06,CRD,10,2,40.801159,-73.95752,40.809711,-73.944031
080BF09AD2886BCA48E1021A7219FE45,290528A2BD570924D69E0F045617BD0E,2013-09-04,CSH,16.5,0,40.761772,-73.92482,40.753197,-73.907364
E2052E0B9C4B42D2B3A20E9127EB2820,8505CEE2CDDFEFB16B3EE60992894327,2013-03-30,CSH,9,0,40.720535,-73.994637,40.754128,-73.919632
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-04-08,CRD,8.5,2.55,40.76263,-73.971642,40.722618,-73.997894
C6EC85D55BE7FE927DF8784056039341,0807E63B4EB0C9981E0ED3C1033F322B,2013-12-12,CRD,12.5,2.7,40.75798,-73.991943,40.790138,-73.946968
C9196B6E63193C3AFDA9CE058CF8AB11,EDF50E70E3047BFF0659EB9C14AA3C96,2013-11-19,CRD,12.5,2.6,40.731247,-73.982536,40.674995,-73.941605
9DB4AC73150E7F60ED7835C130B8040A,B1E973A019755AB9EBBBB8289C4EA504,2013-08-20,CRD,7,1.5,40.754566,-73.973328,40.794117,-73.962914
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-04-16,CRD,26,5.4,40.753971,-73.968918,40.653717,-73.976288
5E6CD4FACD827EA5EDFEB765BED2EF1B,29897DA8543AF28A86CDFD97594F16D4,2013-02-03,CRD,7,1.6,40.69371,-73.983078,40.714344,-74.005981
26A46E117EC751C440FC3D3F027E4B7D,531688FC59E5106FBFD281C8BF328C4F,2013-07-02,CRD,10.5,2.3,40.779266,-73.955666,40.778481,-73.981033
826B5B29ABAF28C2DA0CB123D77F0B3D,C981BF8CD724DB2F1E08A10E6FE27088,2013-04-24,CRD,20,4.2,40.75882,-73.99279,40.709705,-73.827072
0DB008D5966DB6C95485A6E521B9C1C7,EEF1219CD8FDCF911C2BE72F61F28CFC,2013-06-10,CRD,6.5,1,40.75312,-73.966873,40.747532,-73.968697
D15358FDE0B2CA330A22C88389AAC3A0,D6FDE56227BCBDF00BBFA4C5BB13364A,2013-01-18,CRD,11,2.5,40.769073,-73.958488,40.779091,-73.950638
D15358FDE0B2CA330A22C88389AAC3A0,D6FDE56227BCBDF00BBFA4C5BB13364A,2013-09-19,CRD,8.5,1.9,40.792801,-73.96769,40.790741,-73.97242
15DE7EE48BB1F23E31C5AEBDC0B9FA8E,230051520D36FC7B5FFA72AE1391586E,2013-10-21,CRD,6.5,1.75,40.795914,-73.9729,40.753288,-73.996353
D6B4EA09D5D8C0834DFD13CEAA59FC65,88E24873ACB7E02EC9CCD4E2AB2BB251,2013-11-11,CRD,11,1,40.763512,-73.975594,40.792873,-73.977013
E8AF4605959B2B81BDFAB0E0DB8B4186,7841355D9AC54B186BC590A48BF487BB,2013-04-23,CRD,5,1,40.779114,-73.987015,40.786438,-73.97966
D8CF1B054D38736E4A4CCDADA52D9119,86ECD420D3B13FB442A10F3B386904C6,2013-09-28,CRD,5.5,1.3,40.761696,-73.930069,40.753361,-73.988785
38B1B16918FC30AC405899CECE26CB75,3CA97D8C139F9DB7254BBFBA4ADCCB70,2013-01-13,CRD,12,1.5,40.768909,-73.862679,40.775494,-73.964058
3FE110D179F3BA5DBA2356305C7A629A,05BF40BF619B29206C6CBADD0CCBE834,2013-11-15,CRD,6,1,40.755627,-73.977173,40.766811,-73.9645
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-05-05,CRD,11.5,2.5,40.783241,-73.978264,40.769642,-73.955551
E2052E0B9C4B42D2B3A20E9127EB2820,8505CEE2CDDFEFB16B3EE60992894327,2013-12-31,CRD,27,5.6,40.738552,-74.006569,40.739216,-73.997734
9595288C0CF412BCE5857203D6841A87,D3C55D291DACA10AF60878FECF5942EE,2013-09-29,CRD,6,1,40.756065,-73.974709,40.756065,-73.974709
77F408023EE3782362F9105AF553CCE0,EBBECE7AC6EB283C9E717F08FA561EC6,2013-06-23,CRD,5,1.1,40.725346,-73.9963,40.764969,-73.966927
9E2E28EE7E580D6597970020AF88C4D2,1ED772B28298AAA9EB31DC5B9BF9A993,2013-11-29,CRD,7.5,2.55,40.74091,-73.987045,40.738773,-73.982361
1FE5ECB5BEC80518C68ADDE7DFEE69C7,E329F35933B0A9B1F14C2E1FD1B7EBF6,2013-05-18,CRD,5.5,1,40.716904,-73.988136,40.725426,-73.984009
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-10-07,CRD,12,3.9,40.786671,-73.953079,40.777683,-73.957169
7F8CCA7A24BDD43E431D6DD7B64C196E,6E83FC61F7F2A5AB867143AD533F16F3,2013-01-04,CRD,7.5,1.7,40.750271,-73.991486,40.758793,-73.980186
DBAE099FA96B1265214F828E4A891EE0,732F1EB98A114D6123588CAF49793F08,2013-08-05,CRD,13,1,40.723858,-73.996193,40.734985,-73.988235
233AF667F8819B792F8F8511A194EFDE,CE740338F771663E8C4D83BA68920627,2013-05-13,CRD,5.5,1,0,0,0,0
B8A19B0003386C41E2D26C3EB6B1BF30,650BF4F26F59759F8959FCA4A9A93257,2013-08-24,CRD,11,1,40.779026,-73.988518,40.765415,-73.982201
DBAE099FA96B1265214F828E4A891EE0,732F1EB98A114D6123588CAF49793F08,2013-09-07,CRD,15.5,3.2,40.731754,-74.006271,40.767231,-73.967941
F7B63A1A3E8CF3E6D276147F5BF712F2,A997C452E2CD480AB2368A1AAD5BAD5E,2013-07-22,CRD,10,2.62,40.761971,-73.972092,40.772285,-73.965065
818B2426C5493017D5CFE68EFD34617E,ACECB0B77058B5DF6A3F232C3F8BF32A,2013-05-04,CRD,20.5,2,40.779537,-73.981056,40.787533,-73.975075
D15358FDE0B2CA330A22C88389AAC3A0,D6FDE56227BCBDF00BBFA4C5BB13364A,2013-07-23,CRD,6.5,1.5,40.782696,-73.945351,40.787907,-73.947372
0E3841C1B577163D9741C5D01354711A,93B02DBF5C3ABB314F58EC697AAD2CE5,2013-05-12,CRD,15,3.2,40.791142,-73.973839,40.775982,-73.958595
B2795BE861EBC53ADD1AED91AAC7F140,618997BE853A0E76C218EA216E02CECF,2013-08-05,CRD,11.5,2.5,40.742283,-73.993469,40.746761,-73.983749
A876B642408FD97E3859B3578DB964E8,C70960077202554C33CF50DD09097A41,2013-06-07,CRD,19,2.5,40.778442,-73.981934,40.790997,-73.972855
0A2237223D77AF890AED9B545439A294,DC00F9C1568D6ADC28927A33D4E5738A,2013-10-14,CRD,10.5,1.5,40.776108,-73.960136,40.765976,-73.965454
114720657D27B772F0BB8F929F1C45BD,30C85745103689BE2AC243008B4D20E6,2013-12-02,CRD,12,2.6,40.712811,-74.006424,40.718033,-74.002258
1EA94CA3497FE6D538469DDF5EFE21C1,DF37CE31FB6ED7AF7A0FB86969884103,2013-10-31,CRD,52,10.4,40.748669,-73.983749,40.759819,-73.974998
DF56F06997C361D7B93D01DD914B9AA5,F1005F766AF0339F52A6C2082B4F4900,2013-03-16,CSH,27,0,40.725819,-74.001114,40.759571,-73.981499
26A1BAACBEDDFF0733FDAFEA52561C5D,E6FB66A6D43437C014E813564C6B9FBB,2013-12-20,CSH,5.5,0,40.766846,-73.986557,40.758873,-73.96447
7AB9B06837BF31233311F042360B1A82,9E6B7BE743D795C877043D371979C40D,2013-05-13,CRD,6.5,1,40.719044,-74.005257,40.755356,-73.987556
F2E4391C54D6C591768960222E87B517,D7F67398180E9AEE6D0A656CD36930FD,2013-12-08,CSH,8.5,0,40.7528,-73.978081,40.750191,-73.992378
67B44A9A749E0712A0828BEC6D2A18C8,EE859FD5B8996BD966326D904E043771,2013-02-08,CRD,5.5,0.8,40.747486,-73.989456,40.73354,-73.987083
26A1BAACBEDDFF0733FDAFEA52561C5D,E6FB66A6D43437C014E813564C6B9FBB,2013-08-23,CSH,9.5,0,40.688324,-73.98053,40.677776,-73.973228
D6B4EA09D5D8C0834DFD13CEAA59FC65,88E24873ACB7E02EC9CCD4E2AB2BB251,2013-06-02,CSH,27,0,40.743832,-73.973602,40.77758,-73.976959
34C92AD3B8DDC22D792DFE7A412DD341,5155FDB66105CBA316A8BDFE7F23428C,2013-07-27,CRD,5.5,2,40.743793,-73.994385,40.737404,-73.994102
EB378B2D916503E5EF983C53F3D27E34,4F7E17B8A79E2AAED8A2DF1578B660E7,2013-02-11,CSH,5.5,0,40.767395,-73.968491,40.769661,-73.966881
3C7D5F9AFFC4A013B4D9AE151224D74F,CFD973166B3D71A0A921F82621348B6A,2013-06-25,CRD,25,6.25,40.761429,-73.999542,40.762711,-73.969261
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-12-13,CSH,5.5,0,40.752117,-73.985931,40.746525,-73.991455
4C1FCE764ABE7E995320E72C84B3138A,70137452B4020E4464411CE35B3C55D4,2013-06-03,CRD,5.5,1.1,40.779499,-73.956284,40.739845,-73.989288
442E7A6E22CD3FBE221E44D28FE4F010,FF69E2FA1988297D5081F0381C1845FF,2013-07-30,CRD,6.5,1.3,40.725842,-74.004791,40.725876,-74.004868
1BB00587A20622BD7E103A04B903BB66,3613DC1E028892D9EA32F1814A939F63,2013-03-27,CSH,6.5,0,40.680569,-73.994675,40.670174,-73.978844
4DD50C7C8FCAFB858CA9284996974964,DF9A405B05E3CA3662B203EA2C657CE3,2013-04-19,CRD,4.5,0.5,40.740707,-74.005592,40.757668,-73.97258
2FD34773ECCE76E331A8158107BA3BE4,A35CF86A1FAE2C2A213A99AE86BEBCE1,2013-01-08,CSH,4.5,0,40.784626,-73.949654,40.811939,-73.949776
457160226A840C3C2471C96C7E89450A,880B0374F24411C0780824C0EC16851A,2013-08-18,CRD,9.5,1.9,40.742195,-74.004128,40.656883,-73.608543
1CBECD8023440C7AFC1508125ADC9399,35C0C3B4B04908528CCFF32140A7CE39,2013-07-02,CSH,4,0,40.765591,-73.913818,40.772457,-73.905411
A876B642408FD97E3859B3578DB964E8,C70960077202554C33CF50DD09097A41,2013-06-05,CSH,4.5,0,40.757874,-73.919991,40.755947,-73.92144
FEE62B35C6F24BCFB9B6E5043FDFBDD6,46DF62AC4718C26F71BC0DAC0812C0CB,2013-01-09,CSH,7.5,0,40.762001,-73.960114,40.746147,-73.897507
B1DA0569F2A0F8D6F3D745B4812648FC,10FD8F891C66479113CA0C0251CD6A36,2013-09-02,CRD,6,1.2,40.790096,-73.977097,40.784386,-73.981133
DBAE099FA96B1265214F828E4A891EE0,732F1EB98A114D6123588CAF49793F08,2013-06-21,CSH,12,0,40.726768,-73.99176,40.726768,-73.99176
7B1635AADDB360C9C664FE3A900BEF22,C92CAAF98E69809BFCFD380A0B824CC9,2013-03-15,CSH,8,0,40.735298,-73.985703,40.760853,-73.961014
0A72CCB7739854D1C02CCD418773E7F0,804B5CECCFF6E6C24AFB5D348FCECBB1,2013-10-23,CSH,6,0,40.780125,-73.981339,40.755562,-73.979858
60DC999A38D953EE86AB81C23C9480E8,9950999AEBE36F097D9A61C0F819A90C,2013-06-17,CRD,5.5,1,40.773277,-73.960274,40.742077,-73.98893
D6B4EA09D5D8C0834DFD13CEAA59FC65,88E24873ACB7E02EC9CCD4E2AB2BB251,2013-09-15,CSH,5.5,0,40.645432,-73.776688,40.758358,-73.715225
4883050E1B70AC55138DB4B04D74E5BC,4328B3B524DF4044FFDC927A7D955A6F,2013-12-25,CSH,15,0,40.783966,-73.970413,40.810856,-73.95285
11255D0D604A3A006072C57DE81D7ED2,94FC7FEE99E870C6070A1C9D243B870E,2013-06-03,CSH,7,0,40.689541,-73.96981,40.648605,-73.958305
DBAE099FA96B1265214F828E4A891EE0,732F1EB98A114D6123588CAF49793F08,2013-04-11,CRD,9,2.85,40.758301,-73.991867,40.755203,-73.985252
15DE7EE48BB1F23E31C5AEBDC0B9FA8E,230051520D36FC7B5FFA72AE1391586E,2013-11-11,CRD,8,1.7,40.736931,-74.006523,40.76054,-74.002342
5C8B0F8EEC4A67E2863BC312AD58753E,B6E27B6C6E8349D070A1B2C5B8925D13,2013-06-28,CRD,7.5,0,40.756081,-73.9729,40.751141,-73.982735
5713D367F7ADAFE285DD127EED28CC03,09120EB45C69CCD3D60625CCC7EC9D9E,2013-09-30,CRD,16,3.3,40.794968,-73.966049,40.77943,-73.977371
9595288C0CF412BCE5857203D6841A87,D3C55D291DACA10AF60878FECF5942EE,2013-09-13,CSH,23,0,40.75922,-73.977173,40.762241,-73.989815
